life_history,Taxon,Habitat,Phylum,Class,Family,Genus,Species,Name,High_acc_temp,Low_acc_temp,Acc_window,proximity_high_acc_ctmax,Source,ctmax,ctmax_ARR,duration,latitude,longitude,Metric,ramping,abs_latitude,Latitudinal_bin,min_latitudinal_bin,Hemisphere,Abs_northern_distribution,Abs_southern_distrib,min_hemisphere_lim,max_hemisphere_lim,lat_range_size,mid_latitude,mean_env_temp,max_env_temp,Ctmax_now,TSM,time_loss_TSM_4.5,time_loss_TSM_8.5,time_gained_with_acclimation_4.5,time_gained_with_acclimation_8.5,percent_increase_TSM,Error_checked,Reference,doi,Jstor_ref,ref,url,,,,,,,,
juvenile,fish,freshwater,Chordata,Actinopterygii,Salmonidae,Salvelinus,alpinus,Salvelinus alpinus,15.0,10.0,5.0,11.7,lab,26.7,0.1,5,54,-3,leth,2.0,54,high,60.0,N,85,42,42,85,43,64,19.5,19.5,27.0,7.5,394.1,248.2,23.6,14.9,6,10/02/2017,"Baroudy and Elliott, 1994",,,"J Fish Biol 45, 1041-1053",,,,,,,,,
adult,terrestrial arthropods,terrestrial,Arthropoda,Insecta,Pentatomidae,Nezara,viridula,Nezara viridula,30.0,25.0,5.0,16.4,wild,46.2,0.1,7,29,152,crit,15.0,29,mid,37.5,N,54,-36,0,54,54,27,28.3,33.4,46.3,12.9,688.7,433.4,41.3,26.0,6,10/02/2017,Chanthy et al 2012,doi: 10.3389/fphys.2012.00465 ,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Ranidae,lithobates,vergatipes,Rana virgatipes,25.0,15.0,10.0,13.0,wild,38.0,0.1,4,39,-74,leth,32.4,39,mid,37.5,N,41,31,31,41,10,36,30.4,34.9,38.4,3.5,170.7,102.9,10.2,6.2,6,11/04/2017,Holzman & McManus 1973,doi: 10.1016/0300-9629(73)90086-8,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Reptilia,Lacertidae,Takydromus,hsuehshanensis,Takydromus hsuehshanensis,30.0,20.0,10.0,14.1,wild,44.1,0.1,14,24,121,crit,45.0,24,low,12.5,N,25,22,22,25,4,23,20.2,25.8,43.5,17.7,917.3,580.3,55.0,34.8,6,11/04/2017,"Huang et al., 2008",doi: 10.1016/j.jtherbio.2007.09.007,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Ranidae,Rana,sylvatica,Rana sylvatica,27.0,15.0,12.0,7.9,wild,34.9,0.1,7,47,-95,crit,60.0,47,mid,37.5,N,69,29,29,69,40,49,27.0,31.3,34.9,3.6,157.8,96.7,9.5,5.8,6,13/02/2017,"Lotshaw, 1977",doi: 10.1016/0300-9629(77)90239-0,,,,,,,,,,,
adult,terrestrial arthropods,terrestrial,Arthropoda,Insecta,Drosophilidae,Drosophila,birchii,Drosophila birchii,27.0,19.0,8.0,12.4,wild,39.4,0.1,5,-17,145,crit,6.0,17,low,12.5,S,10,-23,0,23,23,12,30.7,37.7,39.6,1.9,96.5,59.6,5.9,3.6,6,15/04/2017,Overgaard et al 2011,doi: 10.1086/661780,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Hylidae,Litoria,chloris,Litoria chloris,30.0,10.0,20.0,8.3,wild,38.3,0.1,12,-18,148,crit,60.0,18,low,12.5,S,-17,-33,17,33,16,25,32.1,37.8,38.4,0.6,38.7,22.9,2.5,1.5,6,9/04/2017,Brattstrom 1970,doi: 10.1016/0010-406x(70) 90915-1,,,,,,,,,,,
adult,aquatic invertebrates,freshwater,Arthropoda,Insecta,Dytiscidae,Agabus,didymus,Agabus didymus,20.5,14.5,6.0,24.2,wild,44.7,0.1,7,38,-3,leth,60.0,38,mid,37.5,N,56,30,30,56,26,43,29.4,29.4,45.3,15.9,786.7,472.3,52.4,31.5,6,10/04/2017,Calosi_et_al2008,doi:10.1111/j.1365-2699.2007.01787.x,,,,,,,,,,,
adult,aquatic invertebrates,marine,Arthropoda,Malacostraca,Palaemonidae,Palaemon,northropi,Palaemon northropi,29.0,26.0,3.0,9.8,wild,38.8,0.1,30,-24,-45,crit,1.0,23,low,12.5,S,32,-34,0,34,34,17,24.8,27.7,38.5,10.8,786.7,480.1,52.4,32.0,6,11/04/2017,Ines 2014 (MSci Thesis) Universidade de Lisboa,,,MSCi thesis,,,,,,,,,
juvenile,reptiles and amphibains,terrestrial,Chordata,Amphibia,Microhylidae,Gastrophryne,carolinensis,Gastrophryne carolinensis,30.0,20.0,10.0,13.0,wild,43.0,0.1,3,34,-82,crit,42.0,34,mid,37.5,N,41,23,23,41,18,32,33.4,39.3,43.2,3.9,139.2,83.2,9.7,5.8,7,10/02/2017,Cupp 1980,doi: 10.2994/057.005.0203,,,,,,,,,,,
adult,terrestrial arthropods,terrestrial,Arthropoda,Arachnida,Desidae,Myro,kerguelensis,Myro kerguelensis,15.0,5.0,10.0,20.5,wild,35.5,0.1,7,-46,37,crit,15.0,46,mid,37.5,S,-46,-46,46,46,0,46,25.7,30.8,36.2,5.4,375.7,223.2,26.3,15.6,7,11/04/2017,Jumbam et al 2008,doi: 10.1007/s00300-007-0349-0 ,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Plethodontidae,Plethodon,ouachitae,Plethodon ouachitae,25.0,15.0,10.0,10.0,wild,35.0,0.1,7,35,-93,crit,48.0,35,mid,37.5,N,35,35,35,35,0,35,32.8,39.5,35.5,0.0,0.0,0.0,0.0,0.0,0,5/04/2017,Spotila 1972,,,Ecol Mono 42(1) 95-125,,,,,,,,,
adult,aquatic invertebrates,marine,Mollusca,Bivalvia,Cardiidae,Serripes,groenlandicus ,Serripes groenlandicus ,10.3,3.2,7.1,12.7,wild,23.0,0.1,60,78,11,crit,0.0,78,high,60.0,N,80,41,41,80,39,61,7.7,11.5,22.8,11.4,231.1,159.0,16.3,11.2,7,10/02/2017,Richard et al 2012,doi:10.1016/j.jembe.2012.01.010,,,,,,,,,,,
adult,terrestrial arthropods,terrestrial,Arthropoda,Insecta,Drosophilidae,Drosophila,bipectinata,Drosophila bipectinata,27.0,19.0,8.0,12.8,wild,39.8,0.1,5,-17,145,crit,6.0,17,low,12.5,S,47,-19,0,47,47,24,30.7,37.7,40.1,2.4,120.6,74.5,8.9,5.5,7,15/04/2017,Overgaard et al 2011,doi: 10.1086/661780,,,,,,,,,,,
adult,aquatic invertebrates,freshwater,Arthropoda,Insecta,Corduliidae,Macromia,illinoiensis,Macromia illinoiensis,32.0,28.0,4.0,7.6,wild,39.6,0.1,2,33,-82,crit,120.0,33,mid,37.5,N,54,29,29,54,25,41,33.0,33.0,39.6,6.6,235.4,139.8,17.7,10.5,7,11/04/2017,Garten and Gentry 1976,,,Physiol Zool 49(2) 206-213,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Hylidae,Pseudacris,triseriata,Pseudacris triseriata,35.0,25.0,10.0,5.4,wild,40.4,0.1,5,43,-97,crit,36.0,43,mid,37.5,N,62,28,28,62,34,45,30.4,35.0,40.1,5.1,198.6,122.3,15.3,9.4,7,10/02/2017,Dunlap 1968,doi: 10.1086/physzool.41.4.30155478,,,,,,,,,,,
adult,aquatic invertebrates,freshwater,Arthropoda,Insecta,Corduliidae,Epitheca,cynosura,Epitheca cynosura,32.0,28.0,4.0,9.7,wild,41.7,0.1,2,33,-82,crit,120.0,33,mid,37.5,N,54,27,27,54,27,40,33.0,33.0,41.8,8.8,312.4,185.4,24.7,14.6,7,11/04/2017,Garten and Gentry 1976,,,Physiol Zool 49(2) 206-213,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Plethodontidae,Plethodon,glutinosus,Plethodon glutinosus,25.0,15.0,10.0,9.2,wild,34.2,0.1,28,36,-75,crit,60.0,36,mid,37.5,N,43,29,29,43,15,36,29.5,34.9,34.6,0.0,0.0,0.0,0.0,0.0,0,13/02/2017,Elwood 2003,,,"PhD Thesis: Variation in hsp70 levels and thermotolerance among terrestrial salamanders of the Plethodon glutinosus complex, Drexel University",,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Plethodontidae,desmognathus,fuscus,Desmognathus fuscus,25.0,5.0,20.0,10.0,wild,35.0,0.1,7,40,-85,crit,45.0,40,mid,37.5,N,45,30,30,45,15,38,29.3,34.4,35.3,0.9,43.3,26.2,3.5,2.1,7,14/04/2017,Layne and Claussen 1982,,,J Therm Biol 7 29-33,,,,,,,,,
adult,reptiles and amphibains,freshwater,Chordata,Amphibia,Ambystomatidae,Ambystoma,maculatum,Ambystoma maculatum,15.0,5.0,10.0,23.4,wild,38.4,0.1,14,36,-92,crit,45.0,36,mid,37.5,N,54,28,28,54,26,41,33.1,33.1,39.8,6.7,261.5,157.3,20.9,12.6,7,5/04/2017,Sealander and West 1969,,http://www.jstor.org/stable/3890956,,,,,,,,,,
adult,reptiles and amphibains,freshwater,Chordata,Amphibia,Plethodontidae,Eurycea,longicauda,Eurycea longicauda,15.0,5.0,10.0,22.2,wild,37.6,0.1,14,36,-94,crit,45.0,36,mid,37.5,N,42,30,30,42,12,36,32.2,32.2,37.5,5.3,243.4,146.5,19.5,11.7,7,5/04/2017,Sealander and West 1969,,http://www.jstor.org/stable/3890956,Herpetologica 25(2) 122-124,,,,,,,,,
adult,aquatic invertebrates,marine,Arthropoda,Crustacea,Porcellanidae,Petrolisthes,hirtipes,Petrolisthes hirtipes,25.0,15.0,10.0,14.3,wild,39.3,0.1,28,31,-114,crit(heart begins to fail),6.0,31,mid,37.5,N,31,24,24,31,7,28,23.4,31.0,39.2,8.1,287.2,169.5,23.0,13.6,7,15/04/2017,Stillman2004,,,"Int Cong Ser 1275, 267-274",,,,,,,,,
adult,aquatic invertebrates,freshwater,Arthropoda,Insecta,Libellulidae,Ladona,deplanata,Ladona deplanata,32.0,28.0,4.0,10.1,wild,42.1,0.1,2,33,-82,crit,120.0,33,mid,37.5,N,41,27,27,41,14,34,33.0,33.0,42.1,9.1,324.0,192.3,26.2,15.6,7,11/04/2017,Garten and Gentry 1976,,,Physiol Zool 49(2) 206-213,,,,,,,,,
juvenile,fish,marine,Chordata,Actinopterygii,Dasyatidae ,Taeniura,lymma ,Taeniura lymma ,32.0,27.2,4.8,8.9,wild,40.9,0.1,12,5,123,crit,15.0,5,low,12.5,N,27,-30,0,27,27,14,29.7,30.1,40.7,10.6,650.8,387.9,54.2,32.3,8,10/02/2017,Dabruzzi et al 2013,doi: 10.1007/s10750-012-1249-z ,,,,,,,,,,,
juvenile,aquatic invertebrates,freshwater,Arthropoda,Insecta,Perlodidae,Isoperla,namata,Isoperla namata,16.0,6.5,9.5,17.8,wild,33.8,0.1,10,36,-94,crit,20.4,36,mid,37.5,N,39,37,37,39,2,38,31.9,31.9,35.2,3.3,126.3,76.0,10.6,6.4,8,10/04/2017,Ernst et al 1984,doi: 10.2307/1467096,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Hylidae,Litoria,aurea,Litoria aurea,30.0,10.0,20.0,6.2,wild,36.2,0.1,12,-39,145,crit,60.0,39,mid,37.5,S,-20,-42,20,42,22,31,24.2,28.0,35.7,7.7,529.7,309.0,45.0,26.3,8,9/04/2017,Brattstrom 1970,doi: 10.1016/0010-406x(70) 90915-1,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Hylidae,Litoria,gracilenta,Litoria gracilenta,30.0,10.0,20.0,8.3,wild,38.3,0.1,12,-18,148,crit,60.0,18,low,12.5,S,-7,-28,7,28,21,17,32.1,37.8,38.5,0.7,41.3,24.5,3.5,2.1,8,9/04/2017,Brattstrom 1970,doi: 10.1016/0010-406x(70) 90915-1,,,,,,,,,,,
adult,aquatic invertebrates,marine,Arthropoda,Malacostraca,Portunidae,Carcinus,maenus,Carcinus maenus,23.0,6.0,17.0,13.2,wild,36.2,0.1,42,37,-122,leth,4.0,37,mid,37.5,N,70,20,20,70,50,45,13.9,16.2,35.4,19.2,875.9,527.1,77.3,46.5,8,14/04/2017,Kelley et al 2011,doi:10.1016/j.jembe.2011.08.005 ,,,,,,,,,,,
adult,fish,freshwater,Chordata,Actinopterygii,Salmonidae,Salmo,trutta,Salmo trutta,20.0,10.0,10.0,9.9,wild,29.9,0.1,14,33,-109,crit,1.2,33,mid,37.5,N,71,34,34,71,37,53,31.1,31.1,30.8,0.0,0.0,0.0,0.0,0.0,0,14/04/2017,Lee and Rinne 1980,doi: 10.1577/1548-8659(1980)109<632:CTMOFT>2.0.CO;2,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Hylidae,Litoria,gracilenta,Litoria gracilenta,25.0,15.0,10.0,13.4,wild,38.4,0.1,7,-28,153,crit,20.0,28,mid,37.5,S,-4,-34,34,4,30,19,29.0,35.1,38.7,3.6,185.2,109.3,16.5,9.7,8,11/04/2017,Johnson1972,doi: 10.1016/0300-9629(72)90337-4,,,,,,,,,,,
adult,terrestrial arthropods,terrestrial,Arthropoda,Insecta,Tenebrionidae,Tenebrio,molitor,Tenebrio molitor,35.0,15.0,20.0,10.2,lab,45.2,0.1,2,-34,18,crit,15.0,34,mid,37.5,S,66,46,46,66,20,56,24.8,29.6,44.3,14.7,977.0,596.6,87.9,53.7,8,17/02/2017,Allen et al 2012,doi:10.1016/j.jinsphys.2012.01.016 ,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Myobatrachidae,Limnodynastes,dorsalis,Limnodynastes dorsalis,30.0,10.0,20.0,5.0,wild,35.0,0.1,12,-39,151,crit,60.0,39,mid,37.5,S,-25,-42,25,42,17,34,22.1,26.0,34.3,8.3,444.0,261.5,40.0,23.5,8,9/04/2017,Brattstrom 1970,doi: 10.1016/0010-406x(70) 90915-1,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Hylidae,Litoria,ewingi,Litoria ewingi,25.0,5.0,20.0,7.6,wild,32.6,0.1,12,-38,151,crit,60.0,38,mid,37.5,S,-16,-42,16,42,27,29,21.8,25.6,32.3,6.7,353.2,208.7,31.8,18.8,8,9/04/2017,Brattstrom 1970,doi: 10.1016/0010-406x(70) 90915-1,,,,,,,,,,,
juvenile,reptiles and amphibains,terrestrial,Chordata,Amphibia,Ranidae,Rana,sylvatica,Rana sylvatica,30.0,20.0,10.0,9.2,wild,39.2,0.1,3,35,-82,crit,42.0,35,mid,37.5,N,69,29,29,69,40,49,32.9,39.0,39.5,0.5,16.5,9.9,1.5,0.9,8,10/02/2017,Cupp 1980,doi: 10.2994/057.005.0203,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Reptilia,Viperidae,Trimeresurus,stejnegeri,Trimeresurus stejnegeri,30.0,20.0,10.0,8.9,wild,38.9,0.1,14,25,121,crit,15.0,25,low,12.5,N,30,10,10,30,19,20,31.8,38.7,39.1,0.4,18.7,11.9,1.7,1.1,8,11/04/2017,"Huang et al., 2007",,,Zool Studies 46(5) 592-599,,,,,,,,,
adult,fish,freshwater,Chordata,Actinopterygii,Salmonidae,Oncorhynchus,apache,Oncorhynchus apache,20.0,10.0,10.0,9.4,wild,29.4,0.1,14,34,-109,crit,1.2,34,mid,37.5,N,34,33,33,34,1,34,26.1,26.1,29.9,3.8,136.0,81.3,12.2,7.3,8,14/04/2017,Lee and Rinne 1980,doi: 10.1577/1548-8659(1980)109<632:CTMOFT>2.0.CO;2,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Bufonidae,Incilius,marmoreus,Incilius marmoreus,30.0,23.0,7.0,10.2,wild,40.2,0.1,17,17,-73,crit,60.0,17,low,12.5,N,28,16,16,28,13,22,31.3,37.6,40.3,2.7,97.5,58.8,9.0,5.4,8,18/02/2017,Brattstrom 1968,doi: 10.1016/0010-406X(68)90961-4,,,,,,,,,,,
adult,terrestrial arthropods,terrestrial,Arthropoda,Insecta,Coleoptera,Ectemnorhinus,marioni,Ectemnorhinus similis,15.0,7.5,7.5,22.0,wild,38.3,0.1,7,-47,37,crit,15.0,47,mid,37.5,S,-46,-47,47,46,1,47,26.4,31.3,39.4,8.1,561.1,333.3,52.4,31.1,9,14/04/2017,Klok and Chown 2003,,,"Biological journal of the Linnean Society 78, 401-414",,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Ranidae,Liothobates,palustris,Rana palustris,23.0,5.0,18.0,8.3,wild,31.3,0.1,17,42,-88,crit,60.0,42,mid,37.5,N,47,31,31,47,16,39,28.3,33.4,31.8,0.0,0.0,0.0,0.0,0.0,0,18/02/2017,Brattstrom 1968,doi: 10.1016/0010-406X(68)90961-4,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Plethodontidae,eurycea,bislineata,Eurycea bislineata,25.0,5.0,20.0,10.2,wild,35.2,0.1,7,40,-85,crit,45.0,40,mid,37.5,N,54,30,30,54,24,42,29.3,34.4,35.6,1.2,56.2,34.0,5.5,3.4,9,14/04/2017,Layne and Claussen 1982b,,,J Therm Biol 7 29-33,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Reptilia,Scincidae,Sphenomorphus,taiwanensis,Sphenomorphus taiwanensis,30.0,20.0,10.0,8.4,wild,38.4,0.1,14,24,121,crit,45.0,24,low,12.5,N,25,22,22,25,4,23,23.8,29.6,37.8,8.2,437.4,276.1,43.3,27.3,9,11/04/2017,"Huang et al., 2006b",,,J Therm Biol 31 378-385,,,,,,,,,
juvenile,reptiles and amphibains,terrestrial,Chordata,Amphibia,Bufonidae,Bufo,woodhousei,Bufo woodhousei,30.0,20.0,10.0,12.3,wild,42.3,0.1,3,34,-82,crit,42.0,34,mid,37.5,N,40,25,25,40,15,33,33.4,39.3,42.6,3.3,118.0,70.5,11.8,7.1,9,10/02/2017,Cupp 1980,doi: 10.2994/057.005.0203,,,,,,,,,,,
juvenile,reptiles and amphibains,terrestrial,Chordata,Amphibia,Hylidae,Pseudoacrio,triseriata,Pseudacris triseriata,30.0,20.0,10.0,9.6,wild,39.6,0.1,3,34,-82,crit,42.0,34,mid,37.5,N,59,28,28,59,31,44,33.4,39.3,39.9,0.6,22.6,13.5,2.3,1.4,9,10/02/2017,Cupp 1980,doi: 10.2994/057.005.0203,,,,,,,,,,,
adult,terrestrial arthropods,terrestrial,Arthropoda,Arachnida,Linyphiidae,Prinerigone,vagans,Prinerigone vagans,15.0,5.0,10.0,20.9,wild,35.9,0.1,7,-46,37,crit,15.0,46,mid,37.5,S,55,44,44,55,11,49,25.7,30.8,36.9,6.1,425.9,253.0,42.6,25.3,9,11/04/2017,Jumbam et al 2008,doi: 10.1007/s00300-007-0349-0 ,,,,,,,,,,,
adult,terrestrial arthropods,terrestrial,Arthropoda,Insecta,Formicidae,Linepithema,humile,Linepithema humile,30.0,20.0,10.0,10.0,wild,40.0,0.1,7,-30,18,leth,3.0,30,mid,37.5,S,40,0,0,40,40,20,30.1,37.4,40.0,2.6,145.5,87.2,14.6,8.7,9,13/02/2017,Jumban et al 2008,doi: 10.1007/s00300-007-0349-0 ,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Reptilia,Lacertidae,Takydromus ,septentrionalis ,Takydromus septentrionalis ,35.0,25.0,10.0,9.5,wild,44.5,0.1,21,28,119,crit,15.0,28,mid,37.5,N,35,25,25,35,10,30,31.8,38.7,44.2,5.5,229.5,143.3,22.9,14.3,9,15/04/2017,Yang et al 2008,doi: 10.1007/s00360-007-0227-7,,,,,,,,,,,
adult,fish,freshwater,Chordata,Actinopterygii,Salmonidae,Salvelinus,fontinalis,Salvelinus fontinalis,20.0,10.0,10.0,9.8,wild,29.8,0.1,14,33,-109,crit,1.2,33,mid,37.5,N,65,30,30,65,35,48,31.1,31.1,30.9,0.0,0.0,0.0,0.0,0.0,0,14/04/2017,Lee and Rinne 1980,doi: 10.1577/1548-8659(1980)109<632:CTMOFT>2.0.CO;2,,,,,,,,,,,
larvae,terrestrial arthropods,terrestrial,Arthropoda,Insecta,Hodotermitidae,Hodotermes,mossambicus,Hodotermes mossambicus,35.0,15.0,20.0,11.7,lab,46.7,0.1,15,-29,26,crit,60.0,29,mid,37.5,S,-10,-34,34,10,24,22,31.0,37.2,46.3,9.1,342.7,200.6,36.0,21.1,10,,Mitchell_et_al1993,doi: 10.1016/0022-1910(93)90085-6,,,,,,,,,,,
adult,terrestrial arthropods,terrestrial,Arthropoda,Insecta,Drosophilidae,Drosophila,bunnanda,Drosophila bunnanda,27.0,19.0,8.0,12.3,wild,39.3,0.1,5,-18,145,crit,6.0,18,low,12.5,S,-11,-19,11,19,8,15,31.1,38.5,39.7,1.2,58.3,36.0,6.1,3.8,10,15/04/2017,Overgaard et al 2011,doi: 10.1086/661780,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Ranidae,Rana,catesbeiana,Rana catesbeiana,23.0,5.0,18.0,10.6,wild,33.6,0.1,17,42,-73,crit,60.0,42,mid,37.5,N,49,19,19,49,31,34,27.4,31.9,34.1,2.2,86.6,53.4,9.1,5.6,10,13/02/2017,Brattstrom 1968,doi: 10.1016/0010-406X(68)90961-4,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Reptilia,Polychrotidae,Anolis,carolinensis,Anolis carolinensis,30.0,20.0,10.0,11.9,wild,41.9,0.1,7,29,-80,crit,120.0,29,mid,37.5,N,36,18,18,36,18,27,31.8,38.0,42.1,4.1,140.4,83.3,15.2,9.0,10,10/02/2017,Corn 1971,,http://www.jstor.org/stable/1562838,,,,,,,,,,
adult,aquatic invertebrates,marine,Arthropoda,Malacostraca,Sphaeromatidae,Exosphaeroma,laeviusculum,Exosphaeroma laeviusculum,7.0,3.0,4.0,32.1,wild,39.1,0.1,9,-32,18,crit,6.0,32,mid,37.5,S,-19,-34,19,34,15,27,15.3,17.1,40.0,22.9,1452.7,870.4,157.9,94.6,10,11/04/2017,Faulkner et al 2014,doi: 10.1111/1365-2435.12219,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Microhylidae,Cophixalus,ornatus,Cophixalus ornatus,30.0,10.0,20.0,3.3,wild,33.3,0.1,12,-18,148,crit,60.0,18,low,12.5,S,-16,-19,16,19,3,18,32.1,37.8,33.5,0.0,0.0,0.0,0.0,0.0,0,9/04/2017,Brattstrom 1970,doi: 10.1016/0010-406x(70) 90915-1,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Salamandridae,Triturus,dobrogicus,Triturus dobrogicus,25.0,15.0,10.0,12.9,wild,37.9,0.1,70,46,19,leth,30.0,46,mid,37.5,N,48,43,43,48,5,46,26.8,32.4,38.1,5.7,199.0,127.0,21.9,14.0,10,11/04/2017,Gvozdik et al 2007,doi: 10.1111/j.1095-8312.2006.00752.x,,,,,,,,,,,
adult,aquatic invertebrates,marine,Arthropoda,Malacostraca,Palaemonidae, Palaemon ,crangon,Crangon crangon,25.0,15.0,10.0,9.4,wild,34.4,0.1,7,50,4,crit,45.0,50,mid,37.5,N,60,18,18,60,42,40,11.9,20.8,33.0,12.2,536.5,332.5,59.0,36.6,10,14/04/2017,Magozzi & Calosi 2014,doi: 10.1111/gcb.12695,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Hylidae,Litoria,phyllochroa,Litoria phyllochroa,20.0,5.0,15.0,11.4,wild,31.4,0.1,12,-38,146,crit,60.0,38,mid,37.5,S,-16,-37,16,37,20,26,25.0,29.3,32.0,2.7,163.0,95.2,18.5,10.8,10,9/04/2017,Brattstrom 1970,doi: 10.1016/0010-406x(70) 90915-1,,,,,,,,,,,
adult,terrestrial arthropods,terrestrial,Arthropoda,Insecta,Blaberidae,Blaptica,dubia,Blaptica dubia ,37.0,25.0,12.0,12.2,lab,49.2,0.1,7,10,116,crit,15.0,10,low,12.5,N,-8,-35,8,35,27,22,31.6,41.3,48.4,7.1,437.0,264.0,49.5,29.9,10,11/04/2017,Goode 2013,,,"PhD Thesis: Effects Of Thermal Acclimation On The Critical Thermal Maxima Of The Tropical Cockroaches: Blaptica Dubia, Eublaberus Posticus And Blaberus Discoidalis (blaberidae), Eastern Kentucky University",,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Bufonidae,Pternohyla,fodiens,pternohyla fodiens,30.0,23.0,7.0,9.5,wild,39.5,0.1,17,22,-105,crit,60.0,22,low,12.5,N,32,20,20,32,12,26,29.3,36.0,39.4,3.4,112.8,67.8,12.9,7.7,10,18/02/2017,Brattstrom 1968,doi: 10.1016/0010-406X(68)90961-4,,,,,,,,,,,
juvenile,fish,freshwater,Chordata,Actinopterygii,Siluridae,Silurus,meridionalis,Silurus meridionalis,30.0,20.0,10.0,9.4,wild,39.4,0.1,14,40,139,crit,1.0,40,mid,37.5,N,32,23,23,32,9,28,28.4,29.0,39.2,10.2,409.7,257.7,48.8,30.7,11,,Wang et al 2008,,,"Chinese Journal of Ecology 27, 2136-2140 ",,,,,,,,,
adult,terrestrial arthropods,terrestrial,Arthropoda,Insecta,Aphidae,Myzus,persicae,Myzus persicae,25.0,20.0,5.0,15.8,lab,40.8,0.1,100,50,0,crit,30.0,50,mid,37.5,N,60,-30,30,60,90,15,20.4,24.5,40.2,15.7,753.8,467.2,90.5,56.1,11,10/02/2017,Alford et al 2011,doi: 10.1111/j.1461-9563.2011.00553.x,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Bufonidae,Anaxyrus,boreas,Anaxyrus boreas,30.0,15.0,15.0,7.8,wild,37.8,0.1,17,34,-117,crit,60.0,34,mid,37.5,N,61,29,29,61,32,45,25.0,30.5,37.2,6.7,236.8,141.5,28.4,17.0,11,17/02/2017,Brattstrom 1968,doi: 10.1016/0010-406X(68)90961-4,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Ambystomatidae,Ambystoma,jeffersonianum,Ambystoma jeffersonianum,25.0,15.0,10.0,11.1,wild,36.1,0.1,7,39,-84,crit,36.0,39,mid,37.5,N,47,37,37,47,10,42,30.6,35.9,36.8,0.9,40.0,24.2,4.8,2.9,11,10/02/2017,Claussen 1977,doi: 10.1016/0300-9629(77)90150-5,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Ranidae,Rana,sylvatica,Rana sylvatica,30.0,20.0,10.0,6.0,wild,36.0,0.1,7,35,-82,crit,42.0,35,mid,37.5,N,69,29,29,69,40,49,32.9,39.0,36.3,0.0,0.0,0.0,0.0,0.0,0,10/02/2017,Cupp 1980,doi: 10.2994/057.005.0203,,,,,,,,,,,
adult,aquatic invertebrates,freshwater,Arthropoda,Malacostraca,Palaemonidae,Macrobrachium,rosenbergii,Macrobrachium rosenbergii,35.0,25.0,10.0,7.0,lab,42.0,0.1,30,19,72,crit,18.0,19,low,12.5,N,24,-13,0,24,24,12,32.9,33.3,41.7,8.4,450.9,272.1,55.5,33.5,11,14/04/2017,Manush et al 2004,doi:10.1016/j.jtherbio.2003.11.005 ,,,,,,,,,,,
adult,terrestrial arthropods,terrestrial,Arthropoda,Insecta,Culicidae,Culex ,pipiens,Culex pipiens,26.0,18.0,8.0,17.5,lab,43.5,0.1,21,39,-105,crit,30.0,39,mid,37.5,N,49,-45,0,49,49,25,23.9,28.7,43.2,14.5,704.2,424.4,88.0,53.1,11,11/04/2017,Gray 2013,doi: 10.1016/j.jinsphys.2013.08.001,,,,,,,,,,,
